TO_KOD;EAN;OPIS
3506001;5905725008117;"P³yta z akrylu o profilu fali 76/18  ekstrudowana z polimetakrylanu metylu (PMMA). Takie wykonanie zapewnia du¿¹ sztywnoœæ i ma³y ciê¿ar jednostkowy. Jednostronna faktura pszczelich gniazd nie tylko skutecznie zaciera kontury, lecz równie¿ zapewnia ciekawy efekt dekoracyjny i przejrzystoœæ.

Akryl  ma  niezwyk³¹  trwa³oœæ,  jeœli  chodzi  o  warunki  atmosferyczne oraz starzenie siê materia³u: nie ¿ó³knie i nie traci wytrzyma³oœci mechanicznej."
